"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36","Delete Role by ID - successful","FamaEMR - Test pack","Sun Feb 16 20:26:22 GMT 2025","failed","Sun Feb 16 20:26:22 GMT 2025","Roles > Role - Delete","SUPER_ADMIN","",""
"","27","Fetch Sponsors-NoToken","FamaEMR - Test pack","Sun Feb 16 20:26:25 GMT 2025","failed","Sun Feb 16 20:26:25 GMT 2025","Sponsors > FetchSponsor","SUPER_ADMIN","",""
"","58","Login(staff)- Receptionist-Not Found","FamaEMR - Test pack","Sun Feb 16 20:26:21 GMT 2025","failed","Sun Feb 16 20:26:21 GMT 2025","Authentication > Authentication - Login (staff) - Admin","SUPER_ADMIN","",""
"","30","Get Unique Patient(upi)-Doctor-NotFound","FamaEMR - Test pack","Sun Feb 16 20:26:32 GMT 2025","failed","Sun Feb 16 20:26:32 GMT 2025","Users(Patient) > Users(Patient)-Unique(upi)","RECEPTIONIST","",""
"","31","fetch-all-InvalidToken","FamaEMR - Test pack","Sun Feb 16 20:26:33 GMT 2025","passed","Sun Feb 16 20:26:33 GMT 2025","Diagnosis-FetchAll","RECEPTIONIST","",""
"","35","Unique Patient Appointment (patient upi)-InvalidToken","FamaEMR - Test pack","Sun Feb 16 20:26:33 GMT 2025","failed","Sun Feb 16 20:26:33 GMT 2025","Appointment > Appointment > Appointment-Patient upi","RECEPTIONIST","",""
"","37","Get Imaging by plan_code-ExpiredToken","FamaEMR - Test pack","Sun Feb 16 20:26:26 GMT 2025","failed","Sun Feb 16 20:26:26 GMT 2025","Services > Imaging by plan_code","SUPER_ADMIN","",""
"","37","Login(staff) - Admin login successful","FamaEMR - Test pack","Sun Feb 16 20:26:21 GMT 2025","failed","Sun Feb 16 20:26:21 GMT 2025","Authentication > Authentication - Login (staff) - Admin","SUPER_ADMIN","",""
"","42","Create Role - Access Denied","FamaEMR - Test pack","Sun Feb 16 20:26:22 GMT 2025","failed","Sun Feb 16 20:26:22 GMT 2025","Roles > Role - Create","SUPER_ADMIN","",""
"","38","Register Patient-Receptionist-NoToken","FamaEMR - Test pack","Sun Feb 16 20:26:31 GMT 2025","passed","Sun Feb 16 20:26:32 GMT 2025","Users(Patient) > Users(Patient)-Register","RECEPTIONIST","",""
